,Produktnamn,Registreringsnummer
5845,folithion insektspuder,2559
5846,tri-p.e. conc.,2561
5847,patinol,2557
5848,ubacupru brun,2553
5849,ubacupru färglös,2554
5850,ubacupru grön,2555
5851,mota-maskros,2552
5852,dinocap na puder,2550
5853,eptapur basf,2544
5854,götoxin,2547
5855,pesco flytande,2549
5856,pesco pulver,2548
5857,star tiger brand myggspiral,2546
5858,kc 42 warfarinkorn special,2543
5859,kc 42 warfarintorrbete special,2542
5860,probella warfarin torrbete,2540
5861,ratin's warfarinbeten,2541
5862,muridin-warfarin-flytande,2537
5863,tomorin 1 puder,2539
5864,mataki karbolineum,2535
5865,muridin-warfarin-torrbete,2532
5866,muridin-warfarin-vetekorn,2533
5867,dax,2531
5868,meta sprutpulver na 50,2530
5869,metasol d3t-h flytande,2529
5870,busan 73,2527
5871,panacid,2528
5872,pestex,2524
5873,piror 400,2526
5874,"transote d, grön",2523
5875,fina-tox insektspray,2522
5876,"karbo-transote d, brun",2521
5877,gullviks fenitrotion,2519
5878,uridal,2518
5879,exa saneringsvätska,2517
5880,curb pulver,2514
5881,curb spray,2515
5882,glimex insekt spray,2511
5883,håbi utebets färglös,2512
5884,hortu-san flytande,2513
5885,cosan,2510
5886,gullviks mikrosvavel,2509
5887,krux råttgift,2507
5888,shell zineman,2506
5889,stix insektsdödare,2505
5890,brassicol 60,2504
5891,sanox,2502
5892,galecron 50 emulsion,2501
5893,aazimag,2500
5894,bt maneb 85,2490
5895,dineb 110,2487
5896,flymaster 10000,2482
5897,flymaster 20000,2483
5898,gesaran 2079 slampulver,2492
5899,kompex,2481
5900,maneb na puder,2497
5901,maneb p 25,2499
5902,maneb sp 80,2498
5903,manizin,2491
5904,mp-maneb,2494
5905,plantex maneb,2495
5906,sapecron 10 granulat,2485
5907,sapecron 50 emulsion,2486
5908,shell maneb,2496
5909,tordon fick,2489
5910,uridon 80,2488
5911,tillantin puder,2480
5912,göta lantmän 4k-2m pulver,2479
5913,"agritox 7,5",2478
5914,dimetoat na 30 emulsion,2474
5915,fenotion-50-luxan,2476
5916,moskito myggsprej,2473
5917,paration-35-luxan,2477
5918,plantex dazomet strö,2475
5919,regulan strö,2472
5920,trim vattning,2471
5921,moon tiger myggspiral,2470
5922,beckers exponyl trälasyr utomhus,2467
5923,beckers exponyl träskydd brun,2468
5924,beckers exponyl träskydd grön,2469
5925,diabol myrpuder,2466
5926,patoran basf,2465
5927,casco myggstift,2463
5928,bayer m diprop,2459
5929,king myggspiral,2457
5930,pcnb-20-luxan,2461
5931,pcnb-60-luxan,2462
5932,shell paration 35,2458
5933,tributon kombi,2460
5934,brassicol konc. puder,2446
5935,brassicol sprutpulver,2445
5936,brush mix 250,2454
5937,brush mix 650,2453
5938,eulan wa neu,2455
5939,hedonal d konc.,2450
5940,herbavex,2451
5941,maneb bayer,2444
5942,shell mecoban,2449
5943,verthion 50,2448
5944,cuprinol teakolja,2443
5945,3 v rhenotox insektsdödare,2438
5946,brassicol puder,2442
5947,off! myggcreme,2437
5948,aterosol lösning,2436
5949,"plantex 2,4-d-amin 500",2435
5950,cuprinol täckfärg,2432
5951,tecan kornad,2434
5952,tecan pulver,2433
5953,husbockscuprinol,2431
5954,ohlssons krusbärsformalin,2428
5955,santobrite,2430
5956,xylophene na,2429
5957,bayer d amin,2425
5958,"herbex mecoprop, mcpp-pulver",2427
5959,"herbexal, extra",2424
5960,"cuprinol utebets, färglös",2423
5961,cuprinol lack,2418
5962,cuprinol lasyrfärg,2419
5963,electrolux insektspray,2422
5964,racasan saneringspulver,2421
5965,unden,2420
5966,ohlssons karbolkalk,2417
5967,ortho phaltan puder,2416
5968,natrifen,2405
5969,nitor karbolkalk,2403
5970,orthocid 50 s,2407
5971,orthocid 75,2409
5972,weibulls krusbärsformalin,2413
5973,berners flugbomb,2402
5974,aasulfa supra 90,2397
5975,plantex tca,2399
5976,shelltox koncentratbomb,2398
5977,koppar cuprinol grön 10,2395
5978,zink cuprinol färglös ii,2394
5979,anti-pa sprej-a,2393
5980,tomtens flugspray,2392
5981,dif högkoncentrerad,2390
5982,dif normalkoncentration,2389
5983,esteron extra,2370
5984,herbatox 200 d,2385
5985,herbatox 250 dt,2386
5986,herbatox 500,2387
5987,herbatox 650 dt,2388
5988,kersan,2371
5989,"plantex 2,4-d ester",2391
5990,brush killer 500,2368
5991,esteron 500,2363
5992,"gullviks brushkiller 2,4,5-t",2366
5993,gullviks brushkiller 650,2369
5994,gullviks tca,2381
5995,herbexal buskmedel 500 d + t,2358
5996,"herbexal buskmedel, 500 d",2356
5997,"herbexal buskmedel, 500 t",2357
5998,"herbexit 2,4,5-t-ester, 500",2355
5999,"herbexit 2,4-d-ester, 200",2354
6000,"herbexit brushkiller, 275",2353
6001,"hormoslyr 2,4,5-t",2362
6002,hormoslyr 500-t,2364
6003,hormoslyr 64,2367
6004,ivosit,2372
6005,kopparit grön,2379
6006,kopparkalk-ultra,2383
6007,lantmännens mcpa 375,2374
6008,lantmännens mcpa 750,2375
6009,top netzsvavel,2382
6010,träconservol brun,2378
6011,triosid,2365
6012,fajt,2346
6013,gesatop 50 slampulver,2350
6014,"herbexit brushkiller, 650",2343
6015,kloben,2348
6016,na svavelpuder,2352
6017,netzsvavel bayer,2351
6018,radar insektsspray,2345
6019,sani-bomb,2347
6020,telvar w,2349
6021,shell tca granulat,2342
6022,ope-carbosol,2341
6023,inox antimögel,2340
6024,neo-voronit,2289
6025,motmossa,2339
6026,treepinol kopparolja grön n,2337
6027,triconol kopparolja grön,2338
6028,triconol utin,2336
6029,triconol ljusbrun,2334
6030,triconol mörkbrun,2335
6031,acrex 50 s,2331
6032,impregnol träskydd,2332
6033,woodtreat 55,2329
6034,impregnol lasyrfärg,2328
6035,hortusan puder,2324
6036,vår-carbosol,2327
6037,pulpacid,2321
6038,aalathion,2316
6039,bladan f,2319
6040,ewotox forte,2318
6041,gullviks malathon 500,2315
6042,mp-malation 50%,2313
6043,mytén-10-f,2317
6044,paraform,2320
6045,perfektion,2312
6046,plantex malation,2314
6047,rogor 40,2311
6048,intertox,2308
6049,intertoxol,2309
6050,dineb 360,2300
6051,"herbex 2,4-d-amin",2299
6052,herbex 375 mcpa,2301
6053,kåbenol lasyr,2304
6054,kvk mcpa 750 pulver,2302
6055,naftenat-kåbenol brun,2307
6056,naftenat-kåbenol färglös,2306
6057,naftenat-kåbenol grön,2305
6058,exteriol färglös,2303
6059,casco myggspray,2296
6060,tecesan,2293
6061,zolone 30 slampulver,2295
6062,captan 50,2292
6063,herbamin 430 d,2291
6064,prefix granulat konc,2294
6065,egodan parathion 35 emulsion,2278
6066,egodan parathion 35 sprutpulver,2279
6067,malathon na 25 sprutpulver,2288
6068,zolone 4 % puder,2283
6069,brun intercuprol,2277
6070,grön intercuprol,2276
6071,4k-2m-agromin,2275
6072,visa,2274
6073,aaherba,2271
6074,hormoslyr op,2265
6075,peposid,2268
6076,"plantex 2,4-d amin 430",2267
6077,"plantex 2,4-d-amin",2269
6078,propilan,2272
6079,shell brushkiller 500,2273
6080,weedar,2266
6081,hedonal d-amin,2264
6082,"plantex 2,4-dp",2270
6083,plantex asp-fick,2263
6084,plantex mcpa pulver,2261
6085,plantex mcpa flytande,2262
6086,aterosol spray,2258
6087,emisol f,2255
6088,gatnon,2257
6089,gullviks avadex bw,2256
6090,ogräs lukaren,2259
6091,tordon 101,2260
6092,götamin 4k-2m,2254
6093,hedonal m 25,2250
6094,hedonal m pulver,2251
6095,hormotex 375,2252
6096,shell mcpa 250,2253
6097,hormofick asp,2248
6098,mota asp,2249
6099,orthocid forte,2247
6100,aapropion,2243
6101,hedonal diprop,2245
6102,hedonal mcpp,2244
6103,hormofick,2242
6104,off myggcreme,2241
6105,gullviks tordon pellets,2240
6106,sanitär saneringsvätska,2239
6107,penta-kopralin brun,2238
6108,ddvp-50-luxan,2237
6109,songa,2236
6110,penta-kopralin färglös,2234
6111,penta-kopralin grön,2235
6112,diabol insektsspray,2229
6113,hlc-anti-moss,2230
6114,moss,2231
6115,mosso,2232
6116,weibulls mossdöd,2233
6117,tca-pepro,2218
6118,effekt saneringsvätska,2217
6119,brun håbinol,2221
6120,cuprinol rödfärg,2223
6121,cuprinol utebets,2225
6122,gullviks 4k-2m,2207
6123,gullviks kloralos pulver,2205
6124,gullviks kloralos tabletter,2206
6125,håbi lack,2224
6126,håbi lasyrfärg,2226
6127,håbi täckfärg,2228
6128,"håbi träskydd, färglös",2219
6129,"håbi träskydd, grön",2220
6130,håbi utebets,2227
6131,herbexon,2211
6132,hormotex 750,2208
6133,kreosot cuprinol brun 5032,2222
6134,morestan,2215
6135,patoran,2216
6136,shell mecoprop,2214
6137,weedone 200,2210
6138,ddvp-10-luxan,2195
6139,eulan cna extra konc.,2198
6140,jonval snigelgift,2200
6141,meta na puder,2199
6142,mitin ff flytande,2197
6143,nemagon 20,2204
6144,nemagon 75,2203
6145,snigol,2201
6146,blumosan,2194
6147,carsan,2192
6148,jotef b,2191
6149,kuprimix,2193
6150,shell ddvp aerosol,2188
6151,shell vinterkarbolineum,2189
6152,spinntex art.nr 104,2190
6153,temonyl,2187
6154,brun kopralin,2179
6155,maneb-80-van hasselt,2186
6156,sapinol kopparolja,2181
6157,texvalin,2180
6158,us 622 myggcreme,2182
6159,us 622 myggspray,2185
6160,us 622 roll-on,2184
6161,capidol,2171
6162,captiram,2172
6163,dedevap,2177
6164,gullviks tordon 22 k,2178
6165,nogos 50 ec,2175
6166,nogos aerosol,2176
6167,teknosan myggolja,2170
6168,alcro stuglasyr,2162
6169,färglös kopralin,2163
6170,grön kopralin,2164
6171,nexion strö,2169
6172,picolin dp,2168
6173,picolin m,2167
6174,redimit,2166
6175,stopp,2165
6176,aki special vinterkarbolineum,2159
6177,aniten m,2154
6178,dazomet na 85,2155
6179,elsanol,2158
6180,mataki fruktträdskarbolineum vv,2160
6181,midol-dekan,2161
6182,regulan diklorprop,2156
6183,weedex granulat,2157
6184,aaminox,2143
6185,butosid,2142
6186,dinoseb 36,2144
6187,gripens gula,2145
6188,marcamin,2146
6189,plantex tca kornad,2151
6190,premin,2147
6191,shell dinoseb,2148
6192,sinoxi 180,2150
6193,sun jo gul,2149
6194,bentrol 100,2138
6195,elsan blue,2135
6196,gesaprim 50 slampulver,2140
6197,kvicta pellets,2136
6198,butinox,2134
6199,myfusan rökgenerator,2133
6200,betz rx 27,2131
6201,betz slime-trol rx-22,2130
6202,buctril,2129
6203,bertex b,2126
6204,nitorol,2128
6205,trippel-killer,2127
6206,banprop,2124
6207,bantox pulver,2120
6208,cambilen,2121
6209,casco gard ogrässtav,2117
6210,degrat,2116
6211,dif-spray,2118
6212,fly master combi,2119
6213,pesco-prop,2122
6214,tordon 22 k,2123
6215,betax,2113
6216,tok e-25,2111
6217,vinx,2109
6218,front,2105
6219,johnson off myggspray,2106
6220,ortho ros puder,2097
6221,ortho ros sprutmedel,2098
6222,racasan,2108
6223,raticate skumbete,2107
6224,spot ogräsmedel,2104
6225,vips belli,2100
6226,vips divi,2103
6227,vips kombi,2102
6228,vips medi,2101
6229,vips multi,2099
6230,bostik kemtoalettvätska,2082
6231,djungel 3x6 olje-creme,2093
6232,djungel olja aerosol,2094
6233,mp-dinocap,2095
6234,o-biten,2091
6235,tordon 10 k pellets,2096
6236,cuprinol textil,2089
6237,dibunol,2085
6238,maskrosol x,2084
6239,nexion wp 25,2083
6240,plantex blastdöd,2086
6241,solana 100,2087
6242,stemmex d,2088
6243,lucy blomspray,2079
6244,zonosan saneringsvätska,2081
6245,gesal total ogräsmedel,2077
6246,saminyl 1506,2076
6247,weedex hyv,2075
6248,joprop,2074
6249,punkt,2073
6250,ureabor dubbel,2072
6251,autan myggspray,2067
6252,basf-rosensprutmedel,2068
6253,eptapur,2070
6254,agritox,2066
6255,basamid,2064
6256,certrol-k,2062
6257,difolatan 80 sprutpulver,2065
6258,euparen,2061
6259,mylone 85 w,2063
6260,pyretrum na special,2060
6261,spridex,2059
6262,femosid,2055
6263,flaxut insekt spray,2058
6264,gullviks brushkiller 250,2052
6265,ros 1,2057
6266,"shell 2,4,5-t ester",2053
6267,shell diklorprop,2054
6268,baytex,2049
6269,casco blomspray,2045
6270,casco myrspray,2044
6271,casco ogrässpray,2046
6272,flug-kvitt,2047
6273,kontax,2048
6274,off mygg patron,2042
6275,tugon fluggift,2051
6276,tugon S,2050
6277,prefix sprutpulver,2040
6278,prefix strö,2039
6279,pyramin,2038
6280,kvicta,2035
6281,raticate,2036
6282,krig råttgift,2033
6283,voronit,2034
6284,gramoxone,2025
6285,hyvar x,2024
6286,johnson's bladlusmedel,2029
6287,myrex,2027
6288,panoram,2032
6289,raticate koncentrat,2031
6290,skott aerosol,2030
6291,tyst,2028
6292,dinocap na 25 sprutpulver,2022
6293,maskrosol,2021
6294,tictox 3,2023
6295,aresin,2018
6296,limatal snigelgift,2015
6297,"tca ""hoechst""nata",2017
6298,hormoslyr 650 l,2012
6299,banlene,2008
6300,banosid,2009
6301,bantox,2010
6302,basudin 2.5 granulat,2011
6303,clovercide,2006
6304,diopep kombi,2003
6305,hedonal diprop pulver,2007
6306,plantex fick,2005
6307,"shell 2,4-d 230",2001
6308,shell mcpa 750,2002
6309,tributon t,2004
